id,year,name,agency,cfr,total_cost,total_cost_link,annual_cost,annual_cost_link,burden_hours,burden_hours_link,notes,final,tag_1,tag_2,tag_3,updated
245526,2019,"Supplemental Nutrition Assistance Program: Student Eligibility, Convicted Felons, Lottery and Gambling, and State Verification Provisions of the Agricultural Act of 2014",Agriculture,Agriculture,31066000,https://www.federalregister.gov/documents/2019/04/15/2019-07194/supplemental-nutrition-assistance-program-student-eligibility-convicted-felons-lottery-and-gambling#p-96,10355333.33333333,https://www.federalregister.gov/documents/2019/04/15/2019-07194/supplemental-nutrition-assistance-program-student-eligibility-convicted-felons-lottery-and-gambling#p-96,316586.6666666667,https://www.federalregister.gov/documents/2019/04/15/2019-07194/supplemental-nutrition-assistance-program-student-eligibility-convicted-felons-lottery-and-gambling#p-96,,1,0,0,0,2019-04-15 20:50:53
245527,2019,"Phytophthora ramorum; Regulated Areas, Regulated Establishments, and Testing Protocols",Agriculture,Agriculture,-321428571.4285714,https://www.federalregister.gov/documents/2019/04/18/2019-07798/phytophthora-ramorum-regulated-areas-regulated-establishments-and-testing-protocols#p-38,-22500000,https://www.federalregister.gov/documents/2019/04/18/2019-07798/phytophthora-ramorum-regulated-areas-regulated-establishments-and-testing-protocols#p-38,,,,1,0,0,0,2019-04-18 20:50:53
244248,2016,Community Facilities Technical Assistance and Training Grants,Agriculture,Agriculture,188000,https://www.federalregister.gov/articles/2016/01/14/2016-00479/community-facilities-technical-assistance-and-training-grants#p-13,188000,https://www.federalregister.gov/articles/2016/01/14/2016-00479/community-facilities-technical-assistance-and-training-grants#p-13,3290,https://www.federalregister.gov/articles/2016/01/14/2016-00479/community-facilities-technical-assistance-and-training-grants#p-13,,1,0,0,0,2016-01-14 20:47:26
245528,2019,DAIRY MARGIN COVERAGE PROGRAM AND DAIRY INDEMNITY PAYMENT PROGRAM ,Agriculture,Agriculture,0,,0,,0,https://www.gao.gov/fedrules/194902,,1,0,0,1,2019-06-18 20:50:53
244249,2016,SNAP: Review of Major Changes,Agriculture,Agriculture,1060000,https://www.federalregister.gov/articles/2016/01/19/2016-00674/supplemental-nutrition-assistance-program-review-of-major-changes-in-program-design-and-management#p-11,212000,https://www.federalregister.gov/articles/2016/01/19/2016-00674/supplemental-nutrition-assistance-program-review-of-major-changes-in-program-design-and-management#p-11,1080,https://www.federalregister.gov/articles/2016/01/19/2016-00674/supplemental-nutrition-assistance-program-review-of-major-changes-in-program-design-and-management#p-40,,1,0,0,0,2016-01-19 20:47:26
245529,2019,Plant Pest Regulations,Agriculture,Agriculture,-785714.2857142857,https://www.federalregister.gov/documents/2019/06/25/2019-13246/plant-pest-regulations#p-358,-55000,https://www.federalregister.gov/documents/2019/06/25/2019-13246/plant-pest-regulations#p-358,,,,1,0,0,0,2019-06-25 20:50:53
294170,2023,Condemnation of Poultry Carcasses Affected With Any Form of Avian Leukosis Complex; Recission,Agriculture,Agriculture,-407000,https://www.federalregister.gov/documents/2023/08/17/2023-17451/condemnation-of-poultry-carcasses-affected-with-any-form-of-avian-leukosis-complex-recission#p-40,-407000,https://www.federalregister.gov/documents/2023/08/17/2023-17451/condemnation-of-poultry-carcasses-affected-with-any-form-of-avian-leukosis-complex-recission#p-40,,,,1,0,0,0,2023-08-17 17:24:19
240666,2012,Animal Welfare; Retail Pet Stores and Licensing Exemptions,Agriculture,Energy & Environment,5350000,http://www.federalregister.gov/a/2012-11839/p-14,5350000,http://www.federalregister.gov/a/2012-11839/p-14,15216,http://www.federalregister.gov/a/2012-11839/p-66,,0,0,0,0,2012-05-16 20:23:52
244250,2016,Conditions for Payment of Highly Pathogenic Avian Influenza Indemnity Claims,Agriculture,Agriculture,1900000,https://www.federalregister.gov/articles/2016/02/09/2016-02530/conditions-for-payment-of-highly-pathogenic-avian-influenza-indemnity-claims#p-57,1900000,https://www.federalregister.gov/articles/2016/02/09/2016-02530/conditions-for-payment-of-highly-pathogenic-avian-influenza-indemnity-claims#p-57,112950,https://www.federalregister.gov/articles/2016/02/09/2016-02530/conditions-for-payment-of-highly-pathogenic-avian-influenza-indemnity-claims#p-77,,1,0,0,0,2016-02-09 20:47:26
245530,2019,TRADE MITIGATION PROGRAM ,Agriculture,Agriculture,0,,0,,0,https://www.gao.gov/fedrules/195207,,1,0,0,1,2019-07-29 20:50:53
244251,2016,Removal of Mandatory Country of Origin Labeling Requirements for Beef and Pork,Agriculture,Agriculture,-1832000000,https://www.federalregister.gov/articles/2016/03/02/2016-04609/removal-of-mandatory-country-of-origin-labeling-requirements-for-beef-and-pork-muscle-cuts-ground#p-38,-1832000000,https://www.federalregister.gov/articles/2016/03/02/2016-04609/removal-of-mandatory-country-of-origin-labeling-requirements-for-beef-and-pork-muscle-cuts-ground#p-38,,,,1,0,0,1,2016-03-02 20:47:26
245531,2019,Agricultural Disaster Indemnity Programs,Agriculture,Agriculture,0,,0,,18405,https://www.federalregister.gov/documents/2019/09/13/2019-19932/agricultural-disaster-indemnity-programs#p-127,,1,0,0,1,2019-09-13 20:50:53
294172,2023,Child Nutrition Program Integrity,Agriculture,Agriculture,6700000,https://www.federalregister.gov/documents/2023/08/23/2023-17992/child-nutrition-program-integrity#p-375,1340000,https://www.federalregister.gov/documents/2023/08/23/2023-17992/child-nutrition-program-integrity#p-375,190924,https://www.federalregister.gov/documents/2023/08/23/2023-17992/child-nutrition-program-integrity#p-555,,1,0,0,0,2023-08-23 17:24:19
239132,2008,"Sorghum Promotion, Research, and Information Order",Agriculture,Agriculture,330000,https://www.federalregister.gov/articles/2008/05/06/E8-9327/sorghum-promotion-research-and-information-order,0,,17561.89,https://www.federalregister.gov/articles/2008/05/06/E8-9327/sorghum-promotion-research-and-information-order,,1,0,0,0,2008-05-06 20:13:29
244252,2016,CONSERVATION STEWARDSHIP PROGRAM ,Agriculture,Agriculture,0,,0,,0,http://www.gao.gov/fedrules/183308,,1,0,0,1,2016-03-10 20:47:26
245532,2019,Modernization of Swine Slaughter Inspection,Agriculture,Agriculture,-741571428.6,https://www.federalregister.gov/d/2019-20245/p-432,-51910000,https://www.federalregister.gov/d/2019-20245/p-432,4347,https://www.federalregister.gov/d/2019-20245/p-469,,1,0,0,0,2019-10-01 20:50:53
244253,2016,(SNAP): Employment and Training Program Monitoring,Agriculture,Agriculture,1200000,https://www.federalregister.gov/articles/2016/03/24/2016-06549/supplemental-nutrition-assistance-program-snap-employment-and-training-program-monitoring-oversight#p-138,1200000,https://www.federalregister.gov/articles/2016/03/24/2016-06549/supplemental-nutrition-assistance-program-snap-employment-and-training-program-monitoring-oversight#p-138,12223,https://www.federalregister.gov/articles/2016/03/24/2016-06549/supplemental-nutrition-assistance-program-snap-employment-and-training-program-monitoring-oversight#p-139,,1,0,0,0,2016-03-24 20:47:26
245533,2019,The Emergency Food Assistance Program: Implementation of the Agriculture Improvement Act of 2018,Agriculture,Agriculture,0,,0,,260,https://www.federalregister.gov/d/2019-21665/p-78,,1,0,0,0,2019-10-04 20:50:53
244254,2016,"Meal Pattern Revisions Related to the Healthy, Hunger-Free Kids Act of 2010",Agriculture,Agriculture,-79200000,https://www.federalregister.gov/articles/2016/04/25/2016-09412/child-and-adult-care-food-program-meal-pattern-revisions-related-to-the-healthy-hunger-free-kids-act#p-238,-7470000,https://www.federalregister.gov/articles/2016/04/25/2016-09412/child-and-adult-care-food-program-meal-pattern-revisions-related-to-the-healthy-hunger-free-kids-act#p-238,,,,1,0,0,0,2016-04-25 20:47:26
245534,2019,Establishment of a Domestic Hemp Production Program,Agriculture,Agriculture,589757142.8571429,https://www.federalregister.gov/documents/2019/10/31/2019-23749/establishment-of-a-domestic-hemp-production-program#p-413,41283000,https://www.federalregister.gov/documents/2019/10/31/2019-23749/establishment-of-a-domestic-hemp-production-program#p-413,17363,https://www.federalregister.gov/documents/2019/10/31/2019-23749/establishment-of-a-domestic-hemp-production-program#p-297,,1,0,0,1,2019-10-31 20:50:53
244255,2016,Mexican Hass Avocado Import Program,Agriculture,Agriculture,7000000,https://www.federalregister.gov/articles/2016/05/27/2016-12586/mexican-hass-avocado-import-program#p-102,7000000,https://www.federalregister.gov/articles/2016/05/27/2016-12586/mexican-hass-avocado-import-program#p-102,,,,1,0,0,0,2016-05-27 20:47:26
245535,2019,"COMMUNITY FACILITIES GUARANTEED LOAN PROGRAM GUARANTEE FEE RATE, ANNUAL RENEWAL FEE, RURAL AREA DEFINITION, AND FUNDING PRIORITY FOR FISCAL YEAR 2020; AND WATER AND WASTE DISPOSAL PROGRAMS GUARANTEED RURAL AREA DEFINITION AND FUNDING RESERVATION FOR FISCA",Agriculture,Agriculture,0,,0,,0,https://www.gao.gov/fedrules/196033,,1,0,0,1,2019-10-03 20:50:53
244256,2016,Guaranteed Loanmaking and Servicing Regulations,Agriculture,Agriculture,2500000,https://www.federalregister.gov/articles/2016/06/03/2016-12945/guaranteed-loanmaking-and-servicing-regulations#p-10,2500000,https://www.federalregister.gov/articles/2016/06/03/2016-12945/guaranteed-loanmaking-and-servicing-regulations#p-10,,,,1,0,0,0,2016-06-03 20:47:26
245536,2019,Supplemental Nutrition Assistance Program: Requirements for Able-Bodied Adults Without Dependents,Agriculture,Agriculture,2285714.285714286,https://www.federalregister.gov/documents/2019/12/05/2019-26044/supplemental-nutrition-assistance-program-requirements-for-able-bodied-adults-without-dependents#p-264,160000,https://www.federalregister.gov/documents/2019/12/05/2019-26044/supplemental-nutrition-assistance-program-requirements-for-able-bodied-adults-without-dependents#p-264,169885,https://www.federalregister.gov/documents/2019/12/05/2019-26044/supplemental-nutrition-assistance-program-requirements-for-able-bodied-adults-without-dependents#p-289,,1,0,0,1,2019-12-05 20:50:53
244257,2016,Electronic Export Application and Certification Charge,Agriculture,Agriculture,2300000,https://www.federalregister.gov/articles/2016/06/29/2016-14812/electronic-export-application-and-certification-charge-flexibility-in-the-requirements-for-export#p-97,2300000,https://www.federalregister.gov/articles/2016/06/29/2016-14812/electronic-export-application-and-certification-charge-flexibility-in-the-requirements-for-export#p-97,3333,https://www.federalregister.gov/articles/2016/06/29/2016-14812/electronic-export-application-and-certification-charge-flexibility-in-the-requirements-for-export#p-99,,1,0,0,0,2016-06-29 20:47:26
245537,2019,CONSERVATION STEWARDSHIP PROGRAM (CSP) INTERIM RULE,Agriculture,Agriculture,0,,0,,0,https://www.gao.gov/fedrules/197005,,1,0,0,1,2019-11-12 20:50:53
244258,2016,CATASTROPHIC RISK PROTECTION ,Agriculture,Agriculture,0,,0,,0,http://www.gao.gov/fedrules/184376,,1,0,0,1,2016-06-30 20:47:26
245538,2019,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM,Agriculture,Agriculture,0,,0,,0,https://www.gao.gov/fedrules/197512,,1,0,0,1,2019-12-17 20:50:53
244259,2016,Local and Regional Food Aid Procurement Program,Agriculture,Agriculture,0,,0,,29172,https://www.federalregister.gov/articles/2016/07/01/2016-15537/local-and-regional-food-aid-procurement-program#p-31,,1,0,0,0,2016-07-01 20:47:26
238116,2010,Brucellosis Class Free States and Brucellosis-Free Herds,Agriculture,Energy & Environment,0,,0,,1800,https://www.federalregister.gov/articles/2010/12/27/2010-32371/brucellosis-class-free-states-and-certified-brucellosis-free-herds-revisions-to-testing-and,,1,0,0,0,2010-12-27 16:31:36
244260,2016,Requirements for the Disposition of Non-Ambulatory Disabled Veal Calves,Agriculture,Agriculture,1020000,https://www.federalregister.gov/articles/2016/07/18/2016-16904/requirements-for-the-disposition-of-non-ambulatory-disabled-veal-calves#p-81,1020000,https://www.federalregister.gov/articles/2016/07/18/2016-16904/requirements-for-the-disposition-of-non-ambulatory-disabled-veal-calves#p-81,,,,1,0,0,0,2016-07-18 20:47:26
145445,2009,"Special Supplemental Nutrition Program for Women, Infants and Children",Agriculture,Agriculture,750000,http://www.federalregister.gov/a/E8-31063/p-216,150000,http://www.federalregister.gov/a/E8-31063/p-216,8680,https://www.federalregister.gov/articles/2009/01/06/E8-31063/special-supplemental-nutrition-program-for-women-infants-and-children-wic-discretionary-wic-vendor,,1,0,0,0,2009-01-06 20:12:57
244261,2016,Local School Wellness Policy Implementation,Agriculture,Agriculture,21600000,https://www.federalregister.gov/articles/2016/07/29/2016-17230/local-school-wellness-policy-implementation-under-the-healthy-hunger-free-kids-act-of-2010#p-197,4000000,https://www.federalregister.gov/articles/2016/07/29/2016-17230/local-school-wellness-policy-implementation-under-the-healthy-hunger-free-kids-act-of-2010#p-197,156923,https://www.federalregister.gov/articles/2016/07/29/2016-17230/local-school-wellness-policy-implementation-under-the-healthy-hunger-free-kids-act-of-2010#p-215,,1,0,0,1,2016-07-29 20:47:26
145446,2009,Mandatory Country of Origin Labeling of Beef,Agriculture,Agriculture,1147000000,https://www.federalregister.gov/articles/2009/01/15/E9-600/mandatory-country-of-origin-labeling-of-beef-pork-lamb-chicken-goat-meat-wild-and-farm-raised-fish,506000000,https://www.federalregister.gov/articles/2009/01/15/E9-600/mandatory-country-of-origin-labeling-of-beef-pork-lamb-chicken-goat-meat-wild-and-farm-raised-fish,37675303,https://www.federalregister.gov/articles/2009/01/15/E9-600/mandatory-country-of-origin-labeling-of-beef-pork-lamb-chicken-goat-meat-wild-and-farm-raised-fish,,1,0,0,1,2009-01-15 20:12:57
244262,2016,Compliance With the National Environmental Policy Act,Agriculture,Agriculture,0,,0,,-1050,https://www.federalregister.gov/articles/2016/08/03/2016-18075/environmental-policies-and-procedures-compliance-with-the-national-environmental-policy-act-and#p-166,,1,0,0,0,2016-08-03 20:47:26
145447,2009,Requirements for the Disposition of Cattle,Agriculture,Energy & Environment,1370000,https://www.federalregister.gov/articles/2009/03/18/E9-5987/requirements-for-the-disposition-of-cattle-that-become-non-ambulatory-disabled-following-ante-mortem,0,,,,,1,0,0,0,2009-03-18 20:12:57
244263,2016,"Viruses, Serums, Toxins, and Analogous Products; Packaging and Labeling",Agriculture,Agriculture,2400000,https://www.federalregister.gov/articles/2016/08/30/2016-20749/viruses-serums-toxins-and-analogous-products-packaging-and-labeling#p-85,2400000,https://www.federalregister.gov/articles/2016/08/30/2016-20749/viruses-serums-toxins-and-analogous-products-packaging-and-labeling#p-85,,,,1,0,0,0,2016-08-30 20:47:26
145448,2009,Sugar Program,Agriculture,Agriculture,0,http://www.federalregister.gov/a/E9-7633/p-47,0,http://www.federalregister.gov/a/E9-7633/p-47,,,,1,0,0,1,2009-04-06 20:12:57
244264,2016,EZ Guarantee Program and Micro Lender Program,Agriculture,Agriculture,0,,0,,3827,https://www.federalregister.gov/documents/2016/10/21/2016-25492/ez-guarantee-program-and-micro-lender-program-mlp-status#p-73,,1,0,0,0,2016-10-21 20:47:26
145449,2009,Conservation Reserve Program,Agriculture,Agriculture,191200000,https://www.federalregister.gov/articles/2009/06/29/E9-15305/conservation-reserve-program,19100000,https://www.federalregister.gov/articles/2009/06/29/E9-15305/conservation-reserve-program,,,,1,0,0,1,2009-06-29 20:12:57
244265,2016,Sections 202(a) and (b) of the Packers and Stockyards Act,Agriculture,Agriculture,937860000,https://www.federalregister.gov/documents/2016/12/20/2016-30424/scope-of-sections-202a-and-b-of-the-packers-and-stockyards-act#p-234,98600000,https://www.federalregister.gov/documents/2016/12/20/2016-30424/scope-of-sections-202a-and-b-of-the-packers-and-stockyards-act#p-234,,,,1,0,0,1,2016-12-20 20:47:26
319273,2024,Serious Deficiency Process in the Child and Adult Care Food Program and Summer Food Service Program,Agriculture,Agriculture,0,,0,,765890.52,https://www.federalregister.gov/documents/2024/02/21/2024-02108/serious-deficiency-process-in-the-child-and-adult-care-food-program-and-summer-food-service-program#p-367,,0,0,0,0,2024-02-21 17:33:09
145450,2009,SUPPLEMENTAL REVENUE ASSISTANCE PAYMENTS PROGRAM ,Agriculture,Agriculture,0,http://www.gao.gov/fedrules/160746,0,http://www.gao.gov/fedrules/160746,0,http://www.gao.gov/fedrules/160746,,1,0,0,1,2009-12-28 20:12:57
239146,2008,Livestock Mandatory Reporting; Reestablishment and Revision,Agriculture,Agriculture,420000,https://www.federalregister.gov/articles/2008/05/16/E8-10185/livestock-mandatory-reporting-reestablishment-and-revision-of-the-reporting-regulation-for-swine,420000,https://www.federalregister.gov/articles/2008/05/16/E8-10185/livestock-mandatory-reporting-reestablishment-and-revision-of-the-reporting-regulation-for-swine,19826,http://www.federalregister.gov/a/E8-10185/p-358,,1,0,0,0,2008-05-16 20:13:29
145451,2009,DAIRY ECONOMIC LOSS ,Agriculture,Agriculture,0,http://www.gao.gov/fedrules/160713,0,http://www.gao.gov/fedrules/160713,0,http://www.gao.gov/fedrules/160713,,1,0,0,1,2009-12-21 20:12:57
238123,2010,Nutrition Labeling of Single-Ingredient Products,Agriculture,Energy & Environment,156400000,https://www.federalregister.gov/articles/2010/12/29/2010-32485/nutrition-labeling-of-single-ingredient-products-and-ground-or-chopped-meat-and-poultry-products,10900000,https://www.federalregister.gov/articles/2010/12/29/2010-32485/nutrition-labeling-of-single-ingredient-products-and-ground-or-chopped-meat-and-poultry-products,,,,1,0,0,0,2010-12-29 16:31:36
242301,2020,Undue and Unreasonable Preferences and Advantages Under the Packers and Stockyards Act,Agriculture,Agriculture,17285714.28571428,https://www.federalregister.gov/documents/2020/12/11/2020-27117/undue-and-unreasonable-preferences-and-advantages-under-the-packers-and-stockyards-act#p-229,1210000,https://www.federalregister.gov/documents/2020/12/11/2020-27117/undue-and-unreasonable-preferences-and-advantages-under-the-packers-and-stockyards-act#p-229,,,,1,0,0,0,2020-12-11 20:36:37
145452,2009,LIVESTOCK FORAGE DISASTER PROGRAM,Agriculture,Agriculture,0,http://www.gao.gov/fedrules/159846,0,http://www.gao.gov/fedrules/159846,0,http://www.gao.gov/fedrules/159846,,1,0,0,1,2009-09-11 20:12:57
242732,2020,Streamlining Program Requirements and Improving Integrity in the Summer Food Service Program (SFSP),Agriculture,Agriculture,-1200000,https://www.federalregister.gov/documents/2020/01/23/2020-00919/streamlining-program-requirements-and-improving-integrity-in-the-summer-food-service-program-sfsp#p-229,-230000,https://www.federalregister.gov/documents/2020/01/23/2020-00919/streamlining-program-requirements-and-improving-integrity-in-the-summer-food-service-program-sfsp#p-229,-6590,https://www.federalregister.gov/documents/2020/01/23/2020-00919/streamlining-program-requirements-and-improving-integrity-in-the-summer-food-service-program-sfsp#p-252,,0,0,0,0,2020-01-23 20:36:38
145453,2009,FARM STORAGE FACILITY LOAN,Agriculture,Agriculture,0,http://www.gao.gov/fedrules/159440,0,http://www.gao.gov/fedrules/159440,0,http://www.gao.gov/fedrules/159440,,1,0,0,1,2009-08-18 20:12:57
145709,2009,School Food Safety Inspections,Agriculture,Agriculture,0,,0,,75051,https://www.federalregister.gov/articles/2009/09/02/E9-21133/school-food-safety-inspections,,1,0,0,0,2009-09-02 20:12:57
